throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
1.086040,9.000000,-98.000000,-15.000000,-3.000000,4.000000,7.000000,12.160000,13416962.000000,850.000000
0.654236,2.000000,-101.000000,-16.000000,-5.000000,4.000000,12.000000,13.610000,13542402.000000,850.000000
0.770946,7.000000,-103.000000,-15.000000,-6.000000,4.000000,7.000000,15.000000,13416962.000000,850.000000
1.116070,3.000000,-98.000000,-13.000000,1.000000,5.000000,12.000000,14.750000,13542402.000000,850.000000
1.452210,6.000000,-100.000000,-17.000000,-6.000000,4.000000,12.000000,15.030000,13542402.000000,850.000000
0.262519,2.000000,-101.000000,-17.000000,-7.000000,4.000000,12.000000,15.000000,13542402.000000,850.000000
1.112810,7.000000,-101.000000,-17.000000,-5.000000,3.000000,12.000000,5.650000,13542402.000000,850.000000
0.998502,5.000000,-99.000000,-14.000000,0.000000,5.000000,12.000000,5.650000,13542402.000000,850.000000
0.693742,3.000000,-97.000000,-13.000000,3.000000,5.000000,12.000000,4.600000,13542402.000000,850.000000
0.189128,3.000000,-104.000000,-19.000000,-5.000000,3.000000,12.000000,11.530000,13542402.000000,850.000000
0.758725,7.000000,-103.000000,-14.000000,-4.000000,4.000000,12.000000,13.240000,13542402.000000,850.000000
0.077965,0.500000,-100.000000,-15.000000,-2.000000,5.000000,10.000000,12.660000,13542403.000000,850.000000
0.781336,8.000000,-106.000000,-16.000000,-5.000000,4.000000,10.000000,12.440000,13542403.000000,850.000000
2.192380,10.000000,-97.000000,-16.000000,-4.000000,5.000000,7.000000,14.390000,13416962.000000,850.000000
1.836170,10.000000,-105.000000,-17.000000,-4.000000,4.000000,7.000000,12.060000,13416962.000000,850.000000
0.848941,4.000000,-100.000000,-15.000000,-4.000000,3.000000,12.000000,13.560000,13542402.000000,850.000000
0.357926,1.000000,-100.000000,-18.000000,-5.000000,3.000000,12.000000,14.690000,13542402.000000,850.000000
2.177340,10.000000,-96.000000,-16.000000,-3.000000,4.000000,12.000000,12.930000,13542402.000000,850.000000
1.894040,9.000000,-95.000000,-12.000000,3.000000,5.000000,12.000000,0.000000,13542402.000000,850.000000
2.261800,3.000000,-103.000000,-18.000000,-6.000000,4.000000,12.000000,0.000000,13542402.000000,850.000000
3.327630,9.000000,-86.000000,-7.000000,6.000000,12.000000,12.000000,0.000000,13542402.000000,850.000000
1.421550,6.000000,-102.000000,-16.000000,-5.000000,4.000000,12.000000,0.000000,13542402.000000,850.000000
1.371270,1.000000,-93.000000,-13.000000,3.000000,6.000000,12.000000,0.000000,13542403.000000,850.000000
8.236100,3.000000,-91.000000,-12.000000,6.000000,10.000000,12.000000,0.000000,13542403.000000,850.000000
