throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
2.754190,6.000000,-110.000000,-14.000000,-9.000000,2.000000,17.000000,3.640000,13532163.000000,NaN
5.969650,9.000000,-109.000000,-11.000000,3.000000,10.000000,21.000000,0.000000,13392904.000000,1865.100000
0.679697,0.100000,-111.000000,-10.000000,4.000000,6.000000,21.000000,0.000000,13392904.000000,1865.100000
7.118340,7.000000,-111.000000,-8.000000,8.000000,9.000000,21.000000,0.000000,13392904.000000,1865.100000
5.884520,8.000000,-110.000000,-9.000000,5.000000,6.000000,21.000000,0.000000,13392904.000000,1865.100000
4.130100,3.000000,-110.000000,-9.000000,2.000000,6.000000,21.000000,11.760000,13392904.000000,1865.100000
3.587460,0.100000,-111.000000,-12.000000,1.000000,8.000000,17.000000,11.600000,12806666.000000,1865.100000
7.029880,0.500000,-105.000000,-11.000000,2.000000,5.000000,17.000000,12.440000,12806666.000000,1865.100000
11.068800,4.000000,-105.000000,-8.000000,8.000000,8.000000,17.000000,6.640000,12806666.000000,1865.100000
5.000020,0.100000,-101.000000,-9.000000,16.000000,10.000000,17.000000,7.040000,12806666.000000,1865.100000
14.395000,8.000000,-103.000000,-12.000000,12.000000,11.000000,17.000000,8.560000,12806666.000000,1865.100000
11.183600,3.000000,-103.000000,-7.000000,14.000000,15.000000,17.000000,11.800000,12806666.000000,1865.100000
10.009400,4.000000,-106.000000,-9.000000,9.000000,15.000000,17.000000,12.040000,12806666.000000,1865.100000
5.063310,0.100000,-100.000000,-8.000000,17.000000,11.000000,17.000000,13.020000,12806666.000000,1865.100000
7.742560,4.000000,-106.000000,-8.000000,11.000000,12.000000,17.000000,13.440000,12806666.000000,1865.100000
10.400400,10.000000,-107.000000,-8.000000,-3.000000,15.000000,17.000000,1.810000,12806666.000000,1865.100000
9.110580,10.000000,-109.000000,-8.000000,8.000000,14.000000,17.000000,6.300000,12806666.000000,1865.100000
5.076140,4.000000,-110.000000,-11.000000,8.000000,15.000000,17.000000,10.060000,12806666.000000,1865.100000
7.848270,6.000000,-110.000000,-12.000000,4.000000,6.000000,17.000000,7.620000,12806666.000000,1865.100000
6.820120,7.000000,-105.000000,-8.000000,4.000000,14.000000,17.000000,9.620000,12806666.000000,1865.100000
8.149010,7.000000,-110.000000,-10.000000,5.000000,13.000000,17.000000,0.000000,12806666.000000,1865.100000
7.600950,2.000000,-111.000000,-10.000000,5.000000,7.000000,17.000000,0.000000,12806666.000000,1865.100000
5.162960,8.000000,-107.000000,-9.000000,4.000000,15.000000,17.000000,14.290000,12806666.000000,1865.100000
7.814030,10.000000,-111.000000,-10.000000,2.000000,6.000000,17.000000,11.950000,12806666.000000,1865.100000
6.286010,3.000000,-99.000000,-8.000000,13.000000,10.000000,71.000000,12.330000,13067274.000000,1865.100000
0.509116,2.000000,-113.000000,-10.000000,0.000000,7.000000,71.000000,0.000000,13067274.000000,1865.100000
0.927859,0.500000,-116.000000,-15.000000,-4.000000,5.000000,22.000000,5.440000,13392904.000000,1865.100000
3.366860,10.000000,-112.000000,-11.000000,2.000000,9.000000,17.000000,9.280000,12806666.000000,1865.100000
2.966260,7.000000,-111.000000,-11.000000,1.000000,5.000000,16.000000,9.090000,12806666.000000,1865.100000
4.278840,3.000000,-107.000000,-14.000000,1.000000,6.000000,16.000000,9.140000,12806666.000000,1865.100000
3.990520,8.000000,-113.000000,-14.000000,-2.000000,8.000000,16.000000,9.660000,12806666.000000,1865.100000
8.396310,10.000000,-107.000000,-13.000000,6.000000,10.000000,16.000000,10.190000,12806666.000000,1865.100000
7.532960,0.500000,-92.000000,-6.000000,19.000000,12.000000,16.000000,0.000000,12806666.000000,1865.100000
21.052600,2.000000,-94.000000,-9.000000,11.000000,11.000000,16.000000,0.000000,12806666.000000,1865.100000
23.414600,3.000000,-91.000000,-6.000000,14.000000,1.000000,16.000000,0.000000,12806666.000000,1865.100000
7.699710,1.000000,-99.000000,-7.000000,14.000000,15.000000,16.000000,11.950000,12806666.000000,1865.100000
9.261940,4.000000,-101.000000,-9.000000,11.000000,11.000000,16.000000,14.580000,12806666.000000,1865.100000
13.389100,2.000000,-104.000000,-8.000000,15.000000,10.000000,16.000000,14.590000,12806666.000000,1865.100000
4.597720,0.100000,-105.000000,-8.000000,12.000000,10.000000,16.000000,14.940000,12806666.000000,1865.100000
10.223600,2.000000,-100.000000,-8.000000,16.000000,12.000000,16.000000,13.840000,12806666.000000,1865.100000
7.119550,6.000000,-106.000000,-10.000000,10.000000,11.000000,16.000000,11.010000,12806666.000000,1865.100000
8.062890,5.000000,-107.000000,-9.000000,7.000000,8.000000,16.000000,6.430000,12806666.000000,1865.100000
6.130940,7.000000,-106.000000,-8.000000,10.000000,15.000000,16.000000,6.050000,12806666.000000,1865.100000
4.646210,6.000000,-109.000000,-9.000000,4.000000,11.000000,16.000000,9.620000,12806666.000000,1865.100000
7.299270,10.000000,-110.000000,-9.000000,1.000000,6.000000,16.000000,10.980000,12806666.000000,1865.100000
6.532900,7.000000,-109.000000,-9.000000,5.000000,12.000000,16.000000,9.980000,12806666.000000,1865.100000
5.602240,10.000000,-111.000000,-11.000000,3.000000,8.000000,16.000000,12.450000,12806666.000000,1865.100000
5.740650,7.000000,-110.000000,-13.000000,0.000000,12.000000,16.000000,12.160000,12806666.000000,1865.100000
13.344500,6.000000,-98.000000,-8.000000,12.000000,11.000000,71.000000,12.360000,13067274.000000,1865.100000
