label,speed,length,dur0,min0,mean0,std0,hist0_0,hist0_1,hist0_2,hist0_3,hist0_4,hist0_5
5a,8.97263,11.3893,1.248,0.671829,0.80891,0.0090083,0.126582,0.139241,0.417722,0.316456,0,0
5a,5.9701,14.8377,2.512,0.538048,0.723687,0.0153076,0.0696203,0.0886076,0.202532,0.316456,0.278481,0.0443038
5a,7.05161,16.7734,2.272,0.661648,0.800311,0.00520071,0.0699301,0.0839161,0.685315,0.160839,0,0
5a,8.48321,15.3376,1.84,0.536619,0.73682,0.0145049,0.0948276,0.0603448,0.275862,0.336207,0.198276,0.0344828
5a,7.84196,17.3569,2.064,0.621257,0.782577,0.0106328,0.0769231,0.146154,0.307692,0.376923,0.0923077,0
5a,7.12439,15.9586,2.256,0.567018,0.711046,0.009628,0.0633803,0.0352113,0.0985915,0.605634,0.197183,0
5a,8.16198,14.1039,1.728,0.652465,0.801065,0.00929449,0.0917431,0.201835,0.348624,0.357798,0,0
5a,7.98075,14.5994,1.904,0.563847,0.750286,0.0133528,0.0833333,0.075,0.366667,0.275,0.2,0
5a,6.74596,14.3194,2.16,0.542266,0.72608,0.0160343,0.0735294,0.0588235,0.301471,0.235294,0.316176,0.0147059
5a,7.89517,14.8219,1.888,0.57625,0.741541,0.012203,0.0840336,0.0672269,0.235294,0.453782,0.159664,0
5a,7.69866,14.9046,1.952,0.579213,0.739786,0.011567,0.0813008,0.0650407,0.235772,0.406504,0.211382,0
5a,9.23926,15.4234,1.6,0.61678,0.761306,0.0119501,0.0990099,0.0594059,0.326733,0.376238,0.138614,0
5a,6.89539,16.0708,2.272,0.638503,0.748658,0.00786574,0.0629371,0.041958,0.244755,0.622378,0.027972,0
5a,6.82798,13.0369,1.872,0.510325,0.69655,0.0150696,0.0762712,0.0423729,0.135593,0.355932,0.288136,0.101695
5a,9.12077,14.6419,1.616,0.612757,0.744682,0.011485,0.0882353,0.0882353,0.117647,0.598039,0.107843,0
5a,8.28511,16.5702,1.936,0.581553,0.767139,0.0125988,0.106557,0.106557,0.295082,0.344262,0.147541,0
5a,9.49297,19.0872,1.888,0.568069,0.711391,0.0126198,0.0756303,0.0420168,0.12605,0.436975,0.319328,0
5a,9.77199,22.4104,2.176,0.668949,0.799868,0.00917088,0.109489,0.160584,0.357664,0.372263,0,0
5a,9.9223,16.7753,1.648,0.562868,0.71719,0.0142594,0.0865385,0.0480769,0.182692,0.355769,0.326923,0
5a,8.81331,16.0755,1.776,0.557879,0.736397,0.0148048,0.0892857,0.0803571,0.258929,0.294643,0.276786,0
5a,9.6169,18.4645,1.92,0.652828,0.788439,0.00540526,0.0743802,0.0413223,0.661157,0.22314,0,0
5a,9.79116,16.7625,1.728,0.573493,0.728419,0.0123856,0.0917431,0.0366972,0.155963,0.495413,0.220183,0
5a,8.93343,16.3422,1.904,0.555757,0.722059,0.0119878,0.0833333,0.0416667,0.116667,0.491667,0.266667,0
5a,10.1087,16.2818,1.584,0.582179,0.766119,0.0170326,0.13,0.19,0.2,0.22,0.26,0
5a,10.5952,14.6356,1.424,0.543848,0.708237,0.0167653,0.111111,0.0444444,0.0444444,0.455556,0.311111,0.0333333
5a,8.44595,21.5315,2.512,0.6248,0.78395,0.009226,0.0949367,0.126582,0.360759,0.367089,0.0506329,0
5a,9.4697,13.0808,1.376,0.668317,0.83036,0.00990546,0.149425,0.298851,0.310345,0.241379,0,0
5a,6.79348,17.3913,2.592,0.621471,0.743034,0.00728439,0.0613497,0.0306748,0.251534,0.546012,0.110429,0
5a,10.7844,18.8655,1.696,0.586217,0.738514,0.0110277,0.0934579,0.0373832,0.140187,0.588785,0.140187,0
5a,9.4697,10.0505,1.088,0.602902,0.749584,0.0176761,0.15942,0.057971,0.15942,0.304348,0.318841,0
5a,11.8177,18.215,1.52,0.615999,0.753427,0.0112577,0.09375,0.0520833,0.239583,0.46875,0.145833,0
5a,10.4477,13.4287,1.264,0.619326,0.793594,0.0128411,0.1375,0.1375,0.325,0.2875,0.1125,0
5a,10.5952,19.6648,1.712,0.650501,0.741215,0.00932362,0.0925926,0.037037,0.0925926,0.777778,0,0
5a,9.9223,17.6749,1.792,0.594199,0.736886,0.0103386,0.079646,0.0353982,0.256637,0.442478,0.185841,0
5a,9.6169,18.0028,1.824,0.584193,0.745454,0.0100437,0.0869565,0.0608696,0.173913,0.521739,0.156522,0
5a,10.1087,17.6296,1.744,0.663704,0.775432,0.00746093,0.0909091,0.0454545,0.418182,0.445455,0,0
5a,9.62907,20.7474,2.096,0.664871,0.786546,0.00628402,0.0681818,0.0984848,0.469697,0.363636,0,0
5a,8.81331,19.6008,2.144,0.608141,0.712059,0.0104232,0.0740741,0.037037,0.037037,0.614815,0.237037,0
5a,12.7871,18.6862,1.408,0.65555,0.829303,0.0102727,0.146067,0.303371,0.303371,0.247191,0,0
5a,12.7586,18.9849,1.488,0.572873,0.754233,0.0135348,0.106383,0.0531915,0.393617,0.212766,0.234043,0
5a,8.5713,19.8397,2.24,0.661002,0.759574,0.0059303,0.0638298,0.0425532,0.234043,0.659574,0,0
5a,8.56272,19.1805,2.144,0.59593,0.763584,0.00720076,0.0666667,0.0814815,0.355556,0.451852,0.0444444,0
5a,8.5713,19.2454,2.192,0.631438,0.754926,0.00804939,0.0652174,0.0724638,0.275362,0.492754,0.0942029,0
5a,9.9223,13.1239,1.296,0.711847,0.841565,0.00765216,0.121951,0.353659,0.329268,0.195122,0,0
5a,10.4868,16.3315,1.648,0.518564,0.715015,0.0203811,0.0961538,0.0576923,0.288462,0.153846,0.278846,0.125
5a,8.80398,18.7818,2.08,0.581305,0.772336,0.00977663,0.0763359,0.122137,0.335878,0.396947,0.0687023,0
5a,10.0876,19.5835,1.856,0.696388,0.794664,0.00639885,0.0854701,0.0683761,0.487179,0.358974,0,0
5a,8.5713,18.7883,2.192,0.651397,0.765598,0.0072826,0.0724638,0.0652174,0.34058,0.521739,0,0
5a,10.9852,13.2408,1.2,0.688161,0.831064,0.00789342,0.118421,0.276316,0.447368,0.157895,0,0
5a,9.93567,18.1756,1.856,0.654231,0.765142,0.00753079,0.0769231,0.042735,0.367521,0.512821,0,0
5a,11.7953,18.9982,1.552,0.536696,0.748983,0.0186057,0.102041,0.132653,0.336735,0.112245,0.285714,0.0306122
5a,12.3342,14.2748,1.136,0.666595,0.820542,0.00906142,0.138889,0.152778,0.472222,0.236111,0,0
5a,10.7759,18.8506,1.696,0.665455,0.779221,0.00730466,0.0934579,0.0560748,0.457944,0.392523,0,0
5a,9.65354,19.4615,1.952,0.651254,0.745064,0.00701349,0.0650407,0.0487805,0.113821,0.772358,0,0
5a,11.1702,19.4213,1.664,0.699604,0.783688,0.00644034,0.0857143,0.0571429,0.419048,0.438095,0,0
5a,8.34224,19.532,2.24,0.559067,0.735822,0.011265,0.0638298,0.0567376,0.276596,0.397163,0.205674,0
5a,10.2921,17.9494,1.744,0.646817,0.770711,0.00782926,0.0909091,0.0636364,0.263636,0.563636,0.0181818,0
5a,12.5134,19.354,1.504,0.655423,0.803906,0.00961733,0.105263,0.136842,0.442105,0.315789,0,0
5a,8.80398,13.0534,1.456,0.661767,0.815699,0.0101802,0.108696,0.293478,0.315217,0.282609,0,0
5a,9.62907,18.6932,1.888,0.623496,0.774322,0.00966379,0.0840336,0.109244,0.386555,0.302521,0.117647,0
5a,11.863,14.3622,1.232,0.573206,0.815484,0.0157192,0.128205,0.294872,0.282051,0.166667,0.128205,0
5a,8.23891,19.9052,2.32,0.67533,0.775318,0.00652279,0.0684932,0.0684932,0.39726,0.465753,0,0
5a,7.18454,19.0821,2.56,0.635679,0.762615,0.00715498,0.0621118,0.068323,0.378882,0.453416,0.0372671,0
5a,9.32974,18.3609,1.936,0.659299,0.765765,0.00672673,0.0655738,0.0491803,0.409836,0.47541,0,0
5a,7.53085,18.7167,2.368,0.611776,0.740239,0.00882097,0.0604027,0.0604027,0.261745,0.503356,0.114094,0
5a,8.12511,22.4903,2.72,0.613966,0.821171,0.0102589,0.116959,0.304094,0.298246,0.245614,0.0350877,0
5a,9.21245,18.3758,1.92,0.601555,0.770507,0.00884259,0.0661157,0.123967,0.363636,0.380165,0.0661157,0
5a,8.80398,19.4392,2.064,0.576119,0.716791,0.0115467,0.0692308,0.0384615,0.138462,0.5,0.253846,0
5a,8.01633,18.7262,2.24,0.608126,0.731319,0.0106462,0.070922,0.0638298,0.177305,0.425532,0.262411,0
5a,9.4755,18.3951,1.872,0.591519,0.733515,0.0109668,0.0762712,0.0338983,0.211864,0.432203,0.245763,0
5a,7.72312,17.6705,2.272,0.549559,0.694986,0.0154044,0.0699301,0.0559441,0.146853,0.27972,0.440559,0.00699301
5a,6.86868,18.5363,2.624,0.579228,0.725856,0.0106545,0.0606061,0.0545455,0.127273,0.521212,0.236364,0
5a,6.44376,18.8329,2.736,0.633267,0.780998,0.00774886,0.0523256,0.139535,0.401163,0.377907,0.0290698,0
5a,8.81331,19.1778,2.08,0.631886,0.758176,0.00720625,0.0687023,0.0305344,0.358779,0.465649,0.0763359,0
5a,7.72312,17.7529,2.304,0.645259,0.754839,0.0074168,0.062069,0.0689655,0.282759,0.57931,0.00689655,0
5a,8.1178,19.0065,2.256,0.711951,0.792289,0.00549704,0.0704225,0.0985915,0.528169,0.302817,0,0
5a,9.34085,16.7388,1.696,0.667706,0.808131,0.0102028,0.0934579,0.299065,0.233645,0.373832,0,0
5a,10.8102,18.4494,1.712,0.618148,0.74584,0.0120002,0.0925926,0.0462963,0.287037,0.324074,0.25,0
5a,9.93567,17.0629,1.664,0.593408,0.793233,0.0117819,0.12381,0.180952,0.352381,0.247619,0.0952381,0
5a,8.79438,17.6357,2,0.572756,0.740785,0.0127554,0.0793651,0.0793651,0.253968,0.365079,0.222222,0
5a,10.2625,19.0471,1.792,0.656213,0.770072,0.00806426,0.0973451,0.0442478,0.380531,0.477876,0,0
5a,7.11208,19.6483,2.592,0.610419,0.739113,0.00834225,0.0552147,0.0490798,0.269939,0.527607,0.0981595,0
5a,8.5713,17.9654,2.032,0.71638,0.805908,0.00482759,0.0703125,0.101563,0.703125,0.125,0,0
5a,8.48321,18.8214,2.144,0.626422,0.772134,0.00748254,0.0740741,0.0666667,0.459259,0.333333,0.0666667,0
5a,7.26744,18.9535,2.528,0.570261,0.723636,0.0103765,0.0566038,0.0377358,0.18239,0.490566,0.232704,0
5a,7.10227,11.4394,1.52,0.686813,0.819272,0.00854123,0.114583,0.135417,0.5625,0.1875,0,0
5a,8.69847,18.1856,2.064,0.636317,0.781082,0.00924826,0.0769231,0.0846154,0.453846,0.330769,0.0538462,0
5a,9.06941,18.1388,1.904,0.579918,0.76831,0.0116703,0.0833333,0.183333,0.191667,0.433333,0.108333,0
5a,9.21245,18.7688,1.968,0.662205,0.75868,0.00772486,0.0725806,0.0403226,0.25,0.637097,0,0
5a,9.49297,18.5303,1.904,0.687225,0.806861,0.00636322,0.0916667,0.116667,0.541667,0.25,0,0
5a,8.25807,17.1327,2.08,0.67881,0.806533,0.00505475,0.0687023,0.122137,0.610687,0.198473,0,0
5a,9.08985,19.1978,2,0.651293,0.77452,0.00629218,0.0634921,0.0714286,0.47619,0.388889,0,0
5a,9.08985,17.1616,1.856,0.60685,0.786323,0.0116718,0.0769231,0.17094,0.452991,0.119658,0.179487,0
5a,7.35362,18.3546,2.384,0.529813,0.742345,0.0159661,0.06,0.193333,0.173333,0.333333,0.206667,0.0333333
5a,7.19978,17.2795,2.368,0.591767,0.733069,0.009267,0.0604027,0.033557,0.234899,0.483221,0.187919,0
5a,8.58855,17.91,2.064,0.587528,0.794024,0.0106101,0.0769231,0.207692,0.361538,0.246154,0.107692,0
5a,8.56272,16.9884,1.968,0.714304,0.78158,0.00554078,0.0725806,0.104839,0.322581,0.5,0,0
5a,6.95361,16.9112,2.448,0.553525,0.732722,0.0140317,0.0584416,0.0909091,0.311688,0.220779,0.318182,0
5a,8.5713,18.6969,2.064,0.682369,0.776433,0.00635137,0.0769231,0.0384615,0.507692,0.376923,0,0
5a,8.51253,17.6153,2.048,0.66526,0.794601,0.0060531,0.0775194,0.100775,0.542636,0.27907,0,0
5a,6.25167,19.2051,2.88,0.617428,0.755488,0.0070116,0.0497238,0.0662983,0.314917,0.513812,0.0552486,0
5a,9.23926,18.5278,1.904,0.570351,0.730528,0.0122603,0.0833333,0.0416667,0.208333,0.4,0.266667,0
5a,8.61461,17.8725,2.032,0.629374,0.763997,0.0104735,0.0625,0.140625,0.257813,0.453125,0.0859375,0
5a,7.73573,16.998,2.176,0.651699,0.749142,0.00818364,0.0729927,0.0364964,0.233577,0.656934,0,0
5a,7.63407,17.6296,2.24,0.644123,0.786708,0.00968601,0.0780142,0.184397,0.276596,0.453901,0.0070922,0
5a,6.74596,17.0898,2.512,0.543915,0.754326,0.0134743,0.056962,0.170886,0.272152,0.265823,0.21519,0.0189873
5a,8.48321,18.8214,2.064,0.650969,0.770491,0.00721574,0.0769231,0.0461538,0.384615,0.492308,0,0
5a,6.36574,15.8549,2.464,0.567196,0.73314,0.0139743,0.0645161,0.0774194,0.283871,0.264516,0.309677,0
5a,5.13244,15.9858,3.104,0.574489,0.72036,0.0100743,0.0512821,0.0666667,0.189744,0.487179,0.205128,0
5a,7.26171,15.3367,2.08,0.689425,0.802061,0.0070475,0.0763359,0.137405,0.496183,0.290076,0,0
5a,8.50542,16.9655,1.888,0.716846,0.821294,0.00556326,0.0840336,0.226891,0.554622,0.134454,0,0
5a,7.93238,13.1572,1.616,0.772072,0.885325,0.0047702,0.235294,0.392157,0.372549,0,0,0
5a,8.81326,16.2634,1.744,0.694615,0.800441,0.00620173,0.0909091,0.0909091,0.490909,0.327273,0,0
5a,8.50542,16.149,1.824,0.572605,0.762194,0.0127191,0.0869565,0.0782609,0.4,0.26087,0.173913,0
5a,8.36386,13.2037,1.536,0.638396,0.805438,0.0122998,0.103093,0.340206,0.216495,0.216495,0.123711,0
5a,7.65637,17.1094,2.144,0.660189,0.805622,0.00581268,0.0666667,0.17037,0.525926,0.237037,0,0
5a,7.22522,16.6854,2.224,0.640132,0.774798,0.00724355,0.0714286,0.0642857,0.471429,0.364286,0.0285714,0
5a,7.77451,15.8393,2,0.586767,0.746664,0.0123373,0.0793651,0.0714286,0.309524,0.277778,0.261905,0
5a,8.51253,16.2079,1.808,0.593393,0.745538,0.0146606,0.0877193,0.105263,0.219298,0.280702,0.307018,0
5a,8.22962,15.8886,1.856,0.620171,0.752993,0.00895511,0.0854701,0.042735,0.222222,0.57265,0.0769231,0
5a,6.90084,16.8197,2.336,0.624306,0.770475,0.00845992,0.0680272,0.129252,0.278912,0.469388,0.0544218,0
5a,7.74994,16.4505,2.048,0.536427,0.766548,0.0164006,0.0775194,0.217054,0.294574,0.178295,0.193798,0.0387597
5a,8.4145,15.0339,1.728,0.582887,0.793965,0.0117756,0.0917431,0.201835,0.330275,0.275229,0.100917,0
5a,7.00231,16.5815,2.24,0.66268,0.785462,0.00708399,0.070922,0.120567,0.390071,0.41844,0,0
5a,7.82307,12.5169,1.488,0.646752,0.807751,0.012198,0.159574,0.212766,0.223404,0.393617,0.0106383,0
5a,8.59801,15.2701,1.776,0.588982,0.747567,0.0117283,0.0892857,0.0803571,0.232143,0.446429,0.151786,0
5a,8.41626,15.7552,1.872,0.613358,0.783898,0.0101394,0.0847458,0.101695,0.449153,0.288136,0.0762712,0
5a,4.28942,16.54,3.776,0.632422,0.740025,0.00579595,0.0421941,0.021097,0.236287,0.658228,0.0421941,0
5a,7.05925,16.1892,2.208,0.548665,0.734298,0.0116373,0.0647482,0.0647482,0.23741,0.417266,0.208633,0.00719424
5a,8.45547,18.9853,2.176,0.678469,0.816871,0.00686717,0.0656934,0.270073,0.40146,0.262774,0,0
5a,6.99601,15.2233,2.208,0.647206,0.768162,0.00812232,0.0719424,0.0647482,0.352518,0.496403,0.0143885,0
5a,7.54382,15.7716,2.064,0.531923,0.754578,0.0168845,0.0769231,0.2,0.207692,0.292308,0.169231,0.0538462
5a,7.5822,14.0726,1.776,0.675697,0.860342,0.00610059,0.0892857,0.491071,0.357143,0.0625,0,0
5a,8.33034,15.5055,1.792,0.662246,0.782862,0.00747978,0.079646,0.115044,0.380531,0.424779,0,0
5a,6.93473,15.8297,2.272,0.66646,0.795592,0.00519174,0.0699301,0.0979021,0.594406,0.237762,0,0
5a,8.50542,15.1963,1.76,0.66339,0.783397,0.00785554,0.0900901,0.0810811,0.477477,0.351351,0,0
5a,6.20588,15.9202,2.48,0.684972,0.805681,0.00516736,0.0641026,0.134615,0.576923,0.224359,0,0
5a,8.91004,17.2974,1.92,0.548768,0.75016,0.0145061,0.0826446,0.0495868,0.413223,0.22314,0.206612,0.0247934
5a,8.74858,15.0709,1.68,0.581977,0.729401,0.0163887,0.0849057,0.113208,0.207547,0.160377,0.433962,0
5a,7.77451,15.549,1.984,0.689287,0.832287,0.0094049,0.152,0.328,0.232,0.288,0,0
5a,5.53646,15.7974,2.848,0.633624,0.753977,0.00766745,0.0614525,0.0558659,0.296089,0.547486,0.0391061,0
5a,8.36386,15.2557,1.808,0.614008,0.763705,0.00885959,0.0877193,0.0438596,0.368421,0.412281,0.0877193,0
5a,7.26171,16.1501,2.16,0.602265,0.754397,0.00849803,0.0735294,0.0588235,0.242647,0.522059,0.102941,0
5a,6.87531,15.254,2.192,0.640286,0.765641,0.00827705,0.0724638,0.108696,0.275362,0.521739,0.0217391,0
5a,7.85205,16.1229,1.984,0.763325,0.837241,0.00297397,0.072,0.224,0.704,0,0,0
5a,8.24747,15.6152,1.872,0.587044,0.749103,0.0109633,0.0847458,0.0762712,0.245763,0.423729,0.169492,0
5a,7.87919,15.086,1.952,0.656135,0.786562,0.00929284,0.0813008,0.138211,0.398374,0.382114,0,0
5a,6.90084,15.9363,2.208,0.614926,0.750332,0.00819088,0.057554,0.0503597,0.338129,0.453237,0.100719,0
5a,6.60473,15.1468,2.256,0.629649,0.781301,0.00773243,0.0774648,0.0985915,0.429577,0.359155,0.0352113,0
5a,9.38813,14.9209,1.52,0.586994,0.771052,0.0115027,0.104167,0.0833333,0.385417,0.322917,0.104167,0
5a,7.89872,14.8707,1.888,0.632061,0.753948,0.011268,0.0840336,0.092437,0.235294,0.462185,0.12605,0
5a,7.77451,14.6783,1.92,0.698267,0.809281,0.00494597,0.0826446,0.107438,0.677686,0.132231,0,0
5a,5.5108,16.5765,2.848,0.670586,0.775859,0.00632189,0.0558659,0.117318,0.307263,0.519553,0,0
5a,7.55719,15.9608,2.048,0.623432,0.748247,0.0106664,0.0775194,0.0775194,0.271318,0.403101,0.170543,0
5a,7.19975,15.2059,2.048,0.660422,0.80893,0.00699701,0.0775194,0.232558,0.434109,0.255814,0,0
5a,6.55803,15.5644,2.272,0.704385,0.801461,0.00495789,0.0699301,0.0769231,0.601399,0.251748,0,0
5a,7.82307,16.0216,1.952,0.661039,0.767367,0.0068749,0.0731707,0.0487805,0.390244,0.487805,0,0
5a,9.28021,15.7392,1.648,0.652444,0.784074,0.00817691,0.0961538,0.0576923,0.403846,0.442308,0,0
5a,5.74419,16.3594,2.688,0.568689,0.734925,0.0118305,0.0591716,0.106509,0.177515,0.443787,0.213018,0
5a,10.9377,12.0752,1.104,0.701526,0.851239,0.0064955,0.128571,0.357143,0.385714,0.128571,0,0
5a,7.39933,15.3511,2,0.727726,0.876518,0.0032742,0.0714286,0.666667,0.222222,0.0396825,0,0
5a,6.57942,15.4748,2.352,0.603084,0.753772,0.00810909,0.0608108,0.0675676,0.324324,0.493243,0.0540541,0
5a,8.33034,14.3948,1.712,0.741654,0.850234,0.00388103,0.101852,0.351852,0.472222,0.0740741,0,0
5a,7.85205,14.5734,1.824,0.652078,0.764322,0.0110283,0.0869565,0.104348,0.26087,0.547826,0,0
5a,5.65786,15.5403,2.768,0.679291,0.7844,0.00494524,0.0574713,0.0747126,0.505747,0.362069,0,0
5a,6.38698,15.0903,2.368,0.651912,0.774058,0.00640538,0.0671141,0.0738255,0.496644,0.362416,0,0
5a,6.81766,15.7442,2.176,0.733616,0.813019,0.00400834,0.0583942,0.124088,0.744526,0.0729927,0,0
5a,5.78604,7.56042,1.264,0.71419,0.830733,0.00818518,0.125,0.2875,0.3875,0.2,0,0
5a,5.72744,15.3037,2.608,0.605785,0.754167,0.010652,0.0609756,0.0670732,0.384146,0.268293,0.219512,0
5a,6.90084,15.8627,2.192,0.684408,0.802226,0.00542596,0.0652174,0.130435,0.637681,0.166667,0,0
5a,5.23463,15.6341,2.928,0.541613,0.77143,0.0126652,0.0706522,0.168478,0.331522,0.288043,0.119565,0.0217391
5a,8.16748,15.8558,1.872,0.671529,0.789161,0.00694383,0.0847458,0.0508475,0.491525,0.372881,0,0
5a,9.07699,10.7472,1.136,0.65229,0.845498,0.00953217,0.125,0.402778,0.277778,0.194444,0,0
5a,7.69962,15.8509,1.984,0.668641,0.784765,0.00600094,0.08,0.056,0.6,0.264,0,0
5a,5.96601,15.3366,2.544,0.666829,0.759217,0.00592799,0.0625,0.04375,0.2875,0.60625,0,0
5a,7.67921,10.6895,1.392,0.639339,0.839723,0.0119504,0.215909,0.25,0.329545,0.125,0.0795455,0
5a,7.82307,14.8951,1.92,0.530234,0.739754,0.0156795,0.0909091,0.115702,0.14876,0.380165,0.214876,0.0495868
5a,8.39416,15.1766,1.76,0.633354,0.781225,0.00922886,0.0900901,0.108108,0.423423,0.333333,0.045045,0
5a,11.1702,17.5149,1.488,0.629858,0.809668,0.0169142,0.180851,0.244681,0.180851,0.329787,0.0638298,0
5a,6.95361,19.1363,2.656,0.668299,0.81916,0.00454749,0.0538922,0.191617,0.628743,0.125749,0,0
5a,7.02306,21.7996,3.072,0.673001,0.833819,0.00971782,0.165803,0.26943,0.264249,0.300518,0,0
5a,6.87311,22.6904,3.248,0.687153,0.812502,0.00683932,0.0784314,0.254902,0.397059,0.269608,0,0
5a,9.9223,18.7333,1.92,0.674124,0.829686,0.006152,0.0909091,0.264463,0.528926,0.115702,0,0
5a,8.94807,19.9005,2.112,0.697557,0.804126,0.00528084,0.075188,0.12782,0.533835,0.263158,0,0
5a,9.4697,18.4343,1.952,0.596277,0.735897,0.0110186,0.0731707,0.0731707,0.162602,0.495935,0.195122,0
5a,8.45006,17.5761,2.08,0.588515,0.720068,0.0110972,0.0687023,0.0381679,0.19084,0.381679,0.320611,0
5a,10.7759,18.7931,1.696,0.633489,0.75121,0.00927971,0.0841121,0.0747664,0.149533,0.626168,0.0654206,0
5a,10.2477,16.3964,1.6,0.542057,0.793342,0.0242533,0.188119,0.267327,0.138614,0.108911,0.267327,0.029703
5a,9.65354,19.8219,1.904,0.593254,0.75258,0.0132967,0.0833333,0.15,0.15,0.425,0.191667,0
5a,9.6169,19.2851,1.92,0.716696,0.792166,0.00548533,0.0661157,0.0991736,0.438017,0.396694,0,0
5a,8.34224,19.087,2.16,0.638585,0.761303,0.00739342,0.0735294,0.0514706,0.308824,0.536765,0.0294118,0
5a,9.4755,18.3951,1.888,0.643389,0.784992,0.00794463,0.0672269,0.117647,0.453782,0.319328,0.0420168,0
5a,8.22368,19.693,2.272,0.683043,0.774534,0.00588768,0.0699301,0.0699301,0.356643,0.503497,0,0
5a,8.94807,17.228,2,0.646067,0.784847,0.00758769,0.0793651,0.103175,0.436508,0.373016,0.00793651,0
5a,9.93567,18.4406,1.84,0.644844,0.766492,0.00880974,0.0862069,0.0948276,0.284483,0.508621,0.0258621,0
5a,8.34224,18.3752,2.112,0.583211,0.730721,0.0120372,0.0676692,0.0827068,0.157895,0.43609,0.255639,0
5a,9.6169,18.4132,1.904,0.630492,0.739516,0.0100062,0.0833333,0.0583333,0.166667,0.483333,0.208333,0
5a,10.2625,24.0826,2.24,0.671631,0.817622,0.00766757,0.070922,0.262411,0.390071,0.276596,0,0
5a,7.10227,19.0909,2.576,0.691998,0.84535,0.00374778,0.0617284,0.401235,0.469136,0.0679012,0,0
5a,7.18961,18.4054,2.464,0.510997,0.733088,0.0161587,0.0645161,0.109677,0.245161,0.316129,0.180645,0.083871
5a,7.9326,18.8267,2.32,0.6334,0.774549,0.00809177,0.0684932,0.0753425,0.383562,0.424658,0.0479452,0
5a,8.36386,16.6385,1.952,0.683768,0.794698,0.00650753,0.0731707,0.154472,0.447154,0.325203,0,0
5a,7.98075,16.2594,2.032,0.665486,0.800365,0.00789062,0.0859375,0.15625,0.421875,0.335938,0,0
5a,7.36365,17.5549,2.256,0.676367,0.787646,0.00549401,0.0704225,0.0492958,0.640845,0.239437,0,0
5a,6.4806,16.4521,2.496,0.596338,0.758789,0.00817011,0.0573248,0.0636943,0.375796,0.414013,0.089172,0
5a,8.32027,16.3299,1.904,0.631926,0.759905,0.011651,0.075,0.141667,0.258333,0.416667,0.108333,0
5a,7.12454,16.3769,2.256,0.674322,0.765077,0.00579423,0.0633803,0.0422535,0.380282,0.514085,0,0
5a,9.32662,16.1661,1.68,0.720732,0.829346,0.00464654,0.0943396,0.188679,0.622642,0.0943396,0,0
5a,8.89865,17.8448,1.888,0.598983,0.770466,0.0107412,0.0756303,0.142857,0.369748,0.252101,0.159664,0
5a,8.72102,16.7909,1.808,0.650691,0.778172,0.00935559,0.0789474,0.0964912,0.377193,0.447368,0,0
5a,6.89539,17.027,2.384,0.636826,0.763461,0.00787038,0.0666667,0.0733333,0.286667,0.54,0.0333333,0
5a,8.10209,16.982,2,0.6207,0.774499,0.00843226,0.0714286,0.0555556,0.452381,0.373016,0.047619,0
5a,8.28511,17.5423,2,0.612379,0.734024,0.011659,0.0793651,0.0873016,0.134921,0.47619,0.222222,0
5a,9.38813,15.6218,1.68,0.605238,0.759195,0.010402,0.0849057,0.0471698,0.349057,0.415094,0.103774,0
5a,9.38813,14.1698,1.488,0.61316,0.806162,0.013494,0.148936,0.159574,0.425532,0.117021,0.148936,0
5a,7.38641,16.4668,2.176,0.669378,0.778533,0.00742978,0.0656934,0.124088,0.313869,0.49635,0,0
5a,7.54382,15.9325,2.064,0.746906,0.829106,0.00463823,0.0769231,0.192308,0.723077,0.00769231,0,0
5a,10.996,16.4206,1.456,0.634675,0.787447,0.0103364,0.0978261,0.119565,0.434783,0.282609,0.0652174,0
5a,8.33034,15.55,1.888,0.698224,0.801496,0.00646929,0.0840336,0.10084,0.537815,0.277311,0,0
5a,8.36386,15.9248,1.872,0.615701,0.761721,0.0101128,0.0847458,0.0677966,0.262712,0.5,0.0847458,0
5a,8.8459,17.6446,1.872,0.651995,0.801767,0.00726174,0.0762712,0.177966,0.5,0.245763,0,0
5a,8.22368,19.5614,2.304,0.639225,0.776972,0.00789092,0.0689655,0.0965517,0.413793,0.4,0.0206897,0
5a,8.46245,18.2338,2.08,0.590427,0.738309,0.00980966,0.0687023,0.0687023,0.160305,0.534351,0.167939,0
5a,8.01282,20.5983,2.448,0.612568,0.774793,0.00940887,0.0649351,0.142857,0.337662,0.37013,0.0844156,0
5a,10.9852,19.8027,1.728,0.648011,0.769165,0.00921559,0.0917431,0.0917431,0.238532,0.568807,0.00917431,0
5a,9.49297,19.5429,2,0.57387,0.76575,0.0139057,0.0793651,0.18254,0.222222,0.333333,0.18254,0
5a,8.22368,18.7719,2.256,0.602707,0.7543,0.00947434,0.0704225,0.0704225,0.28169,0.429577,0.147887,0
5a,7.8125,18.4583,2.32,0.678879,0.783076,0.00484955,0.0616438,0.0547945,0.609589,0.273973,0,0
5a,8.68056,19.0278,2.144,0.66026,0.761815,0.00727902,0.0740741,0.0814815,0.259259,0.585185,0,0
5a,9.79116,18.6424,1.888,0.597604,0.753708,0.00917158,0.0756303,0.0420168,0.361345,0.386555,0.134454,0
5a,11.7953,20.6338,1.68,0.718202,0.832304,0.00453202,0.0943396,0.188679,0.632075,0.0849057,0,0
